idx,wall_time,tf_stamp,gps_rel_x,gps_rel_y,estimate_x,estimate_y,truth_yaw_deg,estimate_yaw_deg,direct_error_m,aligned_error_m,heading_error_deg,yaw_error_deg,event
143,1782015367.4383056,103.96,8.017475436146597,-1.181165982230981,8.157748586594876,-3.307000202569449,-161.03577768561925,145.37181391520005,2.130457154954952,1.2531789846579213,38.22872167297259,53.59240839918073,heading_error 38.2deg > 30.0deg; yaw_error 53.6deg > 8.0deg
144,1782015367.973358,104.48,7.93122526260953,-1.204057076420142,8.060177613401985,-3.2574621118784757,-170.54539540861992,135.7275842686296,2.057450108367282,1.2008917434342694,37.87549484510181,53.72702032275048,
145,1782015368.479438,104.96,7.830072465022134,-1.2174156190462497,7.993937428907158,-3.185958142074952,-175.843576195497,130.588778874833,1.9753509539727996,1.1283599394630934,37.450250088989165,53.56764492967001,
146,1782015368.9879155,105.48,7.725855197299232,-1.222282161512993,7.957930786966615,-3.1001700080046133,-179.6999374097931,125.68493564102155,1.8921738406711996,1.0444573141190199,37.588093021232794,54.61512694918534,
147,1782015369.5023494,105.98,7.620952132951352,-1.2210826379560071,7.899206645621649,-3.013185097471376,177.2441511764342,122.41478675405953,1.8135756943735264,0.9714584071068347,,54.82936442237466,
148,1782015370.0055068,106.48,7.518185033959945,-1.213267710061272,7.847788648528087,-2.9242094387219306,172.30945416388613,117.87662095174461,1.7424006834275252,0.9032017333199589,,54.432833212141524,
149,1782015370.5253153,106.96,7.414229441473715,-1.197949269043046,7.802916554592122,-2.833934840332695,169.2361215322684,114.87342299433088,1.6815250403643238,0.8426450584457835,,54.362698537937526,
150,1782015371.0306964,107.48,7.310930239918413,-1.1765045554620297,7.75968480275397,-2.7435431311512457,166.26761695274894,111.83673070739344,1.6300277774822793,0.7909607050687979,,54.43088624535551,
151,1782015371.544308,107.96,7.219387323095496,-1.1543062082198148,7.726111585047127,-2.6526776361276028,162.4644985964477,107.49877810223998,1.5817352539602978,0.7409761604844423,,54.965720494207694,
152,1782015372.0621045,108.48,7.137046093582498,-1.120563814239933,7.7078041316650285,-2.5686534358727116,155.93810737290102,101.759333116959,1.5565115773152423,0.7121479721239333,,54.178774255942024,
153,1782015372.5696795,108.96,7.042569622896764,-1.0788567457491016,7.688553820544693,-2.4901190637388404,153.28606236150526,98.45619175379494,1.5520814778189354,0.7060199928474037,,54.82987060771032,yaw_error 54.8deg > 8.0deg
154,1782015373.0798435,109.48,6.9506988546946715,-1.0268751906197569,7.677479168607268,-2.3828278489318726,149.93260317161455,95.58646926115448,1.5384463709452418,0.6899519177937737,,54.346133910460054,
155,1782015373.6023698,109.96,6.855537043072289,-0.9715901021291256,7.66714927326893,-2.2778497056388884,149.93254722277715,95.58646926115341,1.537864936841415,0.6899207921073804,,54.346077961623735,
156,1782015374.1042364,110.48,6.760524950642761,-0.9163005503024664,7.656094220421358,-2.1641968886561465,149.85001939271078,95.58646926115563,1.5359979128398227,0.6914398107146286,,54.26355013155516,
157,1782015374.6219313,110.96,6.665443377391213,-0.860878517369569,7.64674682594918,-2.049127028261061,149.85001234839524,95.08656358490296,1.5410681301576539,0.7030847738880684,39.278994298590604,54.76344876349229,
158,1782015375.130098,111.48,6.57056510058365,-0.8055270033937152,7.636822663253264,-1.9354739385643174,149.7134125786572,94.88635038774167,1.5536039605548073,0.7249784121359251,39.52327642681182,54.82706219091553,
